_id,month,vessel_type,number_of_vessels,gross_tonnage
2771,2023-11,Bulk Carrier,1511,79166
2772,2023-11,Tanker,2046,86616
2773,2023-11,Passenger,2777,5655
2774,2023-11,Barges,685,1186
2775,2023-11,Tug,755,177
2776,2023-11,Miscellaneous,764,10787
2777,2023-12,Container,1350,80234
2778,2023-12,Freighter,450,2949
2779,2023-12,Bulk Carrier,1554,81962
2780,2023-12,Tanker,2065,82658
2781,2023-12,Passenger,3045,5645
2782,2023-12,Barges,680,1143
2783,2023-12,Tug,752,176
2784,2023-12,Miscellaneous,845,11417
2785,2024-01,Container,1332,76494.32
2786,2024-01,Freighter,474,3583.07
2787,2024-01,Bulk Carrier,1702,89328.6
2788,2024-01,Tanker,2223,89147.21
2789,2024-01,Passenger,2904,5645.27
2790,2024-01,Barges,674,1112.59
2791,2024-01,Tug,745,152.75
2792,2024-01,Miscellaneous,818,11165.83
2793,2024-02,Container,1218,69290.97
2794,2024-02,Freighter,436,4006.75
2795,2024-02,Bulk Carrier,1485,80913.63
2796,2024-02,Tanker,2097,80772.27
2797,2024-02,Passenger,2833,5396.15
2798,2024-02,Barges,558,964.64
2799,2024-02,Tug,643,172.17
2800,2024-02,Miscellaneous,717,10849.79
2801,2024-03,Container,1248,72505.4
2802,2024-03,Freighter,436,3461.56
2803,2024-03,Bulk Carrier,1510,79182.85
2804,2024-03,Tanker,2197,88871.71
2805,2024-03,Passenger,2994,6604.69
2806,2024-03,Barges,700,1183.97
2807,2024-03,Tug,761,194.22
2808,2024-03,Miscellaneous,832,11622.21
2809,2024-04,Container,1173,71135.88
2810,2024-04,Freighter,402,3405.19
2811,2024-04,Bulk Carrier,1490,78295.48
2812,2024-04,Tanker,2072,81332.41
2813,2024-04,Passenger,2781,3310.68
2814,2024-04,Barges,640,1078.64
2815,2024-04,Tug,687,148.11
2816,2024-04,Miscellaneous,821,11515.18
2817,2024-05,Container,1203,74278.96
2818,2024-05,Freighter,433,3373.16
2819,2024-05,Bulk Carrier,1584,82957.82
2820,2024-05,Tanker,2263,89904.93
2821,2024-05,Passenger,2898,3344.83
2822,2024-05,Barges,726,1268.09
2823,2024-05,Tug,788,173.19
2824,2024-05,Miscellaneous,822,12070.96
2825,2024-06,Container,1087,66950.23
2826,2024-06,Freighter,445,3668.66
2827,2024-06,Bulk Carrier,1487,75724.49
2828,2024-06,Tanker,2089,79740.1
2829,2024-06,Passenger,2886,3256.51
2830,2024-06,Barges,653,1123.14
2831,2024-06,Tug,710,146.3
2832,2024-06,Miscellaneous,750,10357.21
2833,2024-07,Container,1214,73685.53
2834,2024-07,Freighter,459,3660
2835,2024-07,Bulk Carrier,1626,86169.75
2836,2024-07,Tanker,2164,84223.03
2837,2024-07,Passenger,2891,2985.3
2838,2024-07,Barges,702,1201.29
2839,2024-07,Tug,765,167.36
2840,2024-07,Miscellaneous,811,12370.79
2841,2024-08,Container,1274,74901.47
2842,2024-08,Freighter,464,3747.81
2843,2024-08,Bulk Carrier,1560,83877.57
2844,2024-08,Tanker,2189,83190.88
2845,2024-08,Passenger,2962,3189.45
2846,2024-08,Barges,725,1263.25
2847,2024-08,Tug,808,187.49
2848,2024-08,Miscellaneous,814,11307.34
2849,2024-09,Container,1193,70560.37
2850,2024-09,Freighter,474,3753.19
2851,2024-09,Bulk Carrier,1436,74880.33
2852,2024-09,Tanker,2078,81089.78
2853,2024-09,Passenger,2855,3097.01
2854,2024-09,Barges,702,1228.62
2855,2024-09,Tug,765,182.86
2856,2024-09,Miscellaneous,789,12841.03
2857,2024-10,Container,1300,75808.29
2858,2024-10,Freighter,494,4274.34
2859,2024-10,Bulk Carrier,1524,81308.36
2860,2024-10,Tanker,2147,85104.64
2861,2024-10,Passenger,2907,3514.38
2862,2024-10,Barges,737,1283.16
2863,2024-10,Tug,819,194.41
2864,2024-10,Miscellaneous,796,11937.18
2865,2024-11,Container,1234,73743.03
2866,2024-11,Freighter,461,3921.62
2867,2024-11,Bulk Carrier,1433,74955.37
2868,2024-11,Tanker,2151,82567.13
2869,2024-11,Passenger,2842,4131.03
2870,2024-11,Barges,664,1178.38
2871,2024-11,Tug,756,180.92
2872,2024-11,Miscellaneous,779,12282.86
2873,2024-12,Container,1281,78815.91
2874,2024-12,Freighter,470,4149.79
2875,2024-12,Bulk Carrier,1562,85575.69
2876,2024-12,Tanker,2132,83380.7
2877,2024-12,Passenger,3076,5414.9
2878,2024-12,Barges,683,1224.54
2879,2024-12,Tug,740,185.43
2880,2024-12,Miscellaneous,783,12618.28
2881,2025-01,Container,1291,77760.23
2882,2025-01,Freighter,436,3691.15
2883,2025-01,Bulk Carrier,1590,87092.6
2884,2025-01,Tanker,2172,82577.57
2885,2025-01,Passenger,3131,5230.49
2886,2025-01,Barges,617,1101.82
2887,2025-01,Tug,685,151.76
2888,2025-01,Miscellaneous,773,11948.97
2889,2025-02,Container,1169,69183.06
2890,2025-02,Freighter,398,3159.96
2891,2025-02,Bulk Carrier,1288,68970.29
2892,2025-02,Tanker,1900,68819.54
2893,2025-02,Passenger,2823,4857.48
2894,2025-02,Barges,630,1114.15
2895,2025-02,Tug,700,165.63
2896,2025-02,Miscellaneous,752,10964.52
2897,2025-03,Container,1269,77748.21
2898,2025-03,Freighter,432,3699.46
2899,2025-03,Bulk Carrier,1519,77018.68
2900,2025-03,Tanker,2078,80083.12
2901,2025-03,Passenger,3135,5733.73
2902,2025-03,Barges,672,1233.25
2903,2025-03,Tug,734,168.25
2904,2025-03,Miscellaneous,823,12406.77
2905,2025-04,Container,1254,76166.62
2906,2025-04,Freighter,426,3562.73
2907,2025-04,Bulk Carrier,1608,85994.34
2908,2025-04,Tanker,2056,77025.59
2909,2025-04,Passenger,3025,4232.99
2910,2025-04,Barges,638,1152.42
2911,2025-04,Tug,725,177.63
2912,2025-04,Miscellaneous,826,12539.41
2913,2025-05,Container,1367,84820.66
2914,2025-05,Freighter,463,3783.65
2915,2025-05,Bulk Carrier,1634,85111.45
2916,2025-05,Tanker,2181,81774.61
2917,2025-05,Passenger,3161,4154.62
2918,2025-05,Barges,710,1261.07
2919,2025-05,Tug,786,172.52
2920,2025-05,Miscellaneous,1036,14566.38
2921,2025-06,Container,1294,81359.34
2922,2025-06,Freighter,417,3553.66
2923,2025-06,Bulk Carrier,1509,77923.25
2924,2025-06,Tanker,2158,80341.85
2925,2025-06,Passenger,3095,3481.9
2926,2025-06,Barges,699,1206.16
2927,2025-06,Tug,753,169.04
2928,2025-06,Miscellaneous,916,14801.69
2929,2025-07,Container,1340,82218.31
2930,2025-07,Freighter,457,3537.71
2931,2025-07,Bulk Carrier,1628,91040.49
2932,2025-07,Tanker,2259,85113.18
2933,2025-07,Passenger,3082,2986.41
2934,2025-07,Barges,772,1337.45
2935,2025-07,Tug,831,176.13
2936,2025-07,Miscellaneous,873,15130.99
2937,2025-08,Container,1361,83769.81
2938,2025-08,Freighter,466,3921.84
2939,2025-08,Bulk Carrier,1572,85080.34
2940,2025-08,Tanker,2269,85252.33
2941,2025-08,Passenger,3131,3173.43
2942,2025-08,Barges,743,1308.56
2943,2025-08,Tug,819,178.92
2944,2025-08,Miscellaneous,821,14373.7
2945,2025-09,Container,1285,79456.83
2946,2025-09,Freighter,424,3772.19
2947,2025-09,Bulk Carrier,1600,84798.96
2948,2025-09,Tanker,2143,76644.9
2949,2025-09,Passenger,3020,2958.99
2950,2025-09,Barges,773,1449.03
2951,2025-09,Tug,851,191.94
2952,2025-09,Miscellaneous,896,16001.52
2953,2025-10,Container,1366,84100.08
2954,2025-10,Freighter,442,4520.55
2955,2025-10,Bulk Carrier,1697,88911.94
2956,2025-10,Tanker,2259,81598.19
2957,2025-10,Passenger,3195,3886.65
2958,2025-10,Barges,807,1396.27
2959,2025-10,Tug,889,180.72
2960,2025-10,Miscellaneous,897,16343.6
2961,2025-11,Container,1287,79653.46
2962,2025-11,Freighter,470,4911.37
2963,2025-11,Bulk Carrier,1594,85015.73
2964,2025-11,Tanker,2171,80902.67
2965,2025-11,Passenger,3139,5893.51
2966,2025-11,Barges,777,1364.43
2967,2025-11,Tug,830,168.37
2968,2025-11,Miscellaneous,939,15360.13
2969,2025-12,Container,1324,84452.82
2970,2025-12,Freighter,480,4898.76
2971,2025-12,Bulk Carrier,1618,86289.34
2972,2025-12,Tanker,2248,86429.94
2973,2025-12,Passenger,3499,6560.55
2974,2025-12,Barges,843,1481.41
2975,2025-12,Tug,899,170.3
2976,2025-12,Miscellaneous,981,17740.09
2977,2026-01,Container,1366,87545.85
2978,2026-01,Freighter,485,4869.39
2979,2026-01,Bulk Carrier,1695,92751.46
2980,2026-01,Tanker,2282,83182.72
2981,2026-01,Passenger,3500,6720.48
2982,2026-01,Barges,863,1548.21
2983,2026-01,Tug,927,217.66
2984,2026-01,Miscellaneous,913,16510.47
2985,2026-02,Container,1242,76358.45
2986,2026-02,Freighter,437,4563.98
2987,2026-02,Bulk Carrier,1513,81673.43
2988,2026-02,Tanker,2084,72165.62
2989,2026-02,Passenger,3238,6165.87
2990,2026-02,Barges,766,1372.43
2991,2026-02,Tug,819,159.71
2992,2026-02,Miscellaneous,787,14596.42
2993,2026-03,Container,1372,86647.05
2994,2026-03,Freighter,466,4486.08
2995,2026-03,Bulk Carrier,1462,77653.63
2996,2026-03,Tanker,2302,85291.88
2997,2026-03,Passenger,3413,6947.96
2998,2026-03,Barges,901,1660.69
2999,2026-03,Tug,945,191.72
3000,2026-03,Miscellaneous,730,13037.12
3001,2026-04,Container,1343,82624.87
3002,2026-04,Freighter,482,4382.85
3003,2026-04,Bulk Carrier,1525,81506.15
3004,2026-04,Tanker,2085,73398.28
3005,2026-04,Passenger,2954,5567.48
3006,2026-04,Barges,864,1539.07
3007,2026-04,Tug,917,168.63
3008,2026-04,Miscellaneous,703,11844.36
3009,2026-05,Container,1392,86337.11
3010,2026-05,Freighter,519,5396.21
3011,2026-05,Bulk Carrier,1594,84181.96
3012,2026-05,Tanker,2332,82280.92
3013,2026-05,Passenger,3217,4932.28
3014,2026-05,Barges,867,1571.02
3015,2026-05,Tug,925,199.08
3016,2026-05,Miscellaneous,883,13723.56
